Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Escape from Slavery: The True Story of My Ten Years in Captivity and My Journey to Freedom in America,"Winner of the Books for a Better Life/Suze Orman First Book Award May 1986: Seven-year-old Francis Bok was selling his mother's eggs and peanuts near his village in southern Sudan when Arab raiders on horseback burst into the quiet marketplace, murdering men and gathering the women and young children into a group. Strapped to horses and donkeys, Francis and others were taken north into lives of slavery under wealthy Muslim farmers. For ten years, Francis lived in a shed near the goats and cattle that were his responsibility. After two failed attempts to flee--each bringing severe beatings and death threats--Francis finally escaped at age seventeen. He persevered through prison and refugee camps for three more years, winning the attention of United Nations officials who granted passage to America. Now a student and an antislavery activist, Francis Bok has made it his life mission to combat world slavery. His is the first voice to speak to an estimated 27 million people held against their will in nearly every nation, including our own. Escape from Slavery is at once a riveting adventure, a story of desperation and triumph, and a window revealing a world that few have survived to tell.",['Francis Bok'],http://books.google.com/books/content?id=IOHhwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=IOHhwAEACAAJ&dq=Escape+from+Slavery:+The+True+Story+of+My+Ten+Years+in+Captivity+and+My+Journey+to+Freedom+in+America&hl=&cd=1&source=gbs_api,St. Martin's Griffin,2004-10-04,http://books.google.nl/books?id=IOHhwAEACAAJ&dq=Escape+from+Slavery:+The+True+Story+of+My+Ten+Years+in+Captivity+and+My+Journey+to+Freedom+in+America&hl=&source=gbs_api,['Biography & Autobiography'],
"Death in Early America; The History and Folklore of Customs and Superstitions of Early Medicine, Funerals, Burials and Mourning","On title page: The history and folklore of customs and superstitions of early medicine, funerals, burials, and mourning.",['Margaret Coffin'],http://books.google.com/books/content?id=Pk0kAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Pk0kAQAAIAAJ&q=Death+in+Early+America%3B+The+History+and+Folklore+of+Customs+and+Superstitions+of+Early+Medicine,+Funerals,+Burials+and+Mourning&dq=Death+in+Early+America%3B+The+History+and+Folklore+of+Customs+and+Superstitions+of+Early+Medicine,+Funerals,+Burials+and+Mourning&hl=&cd=1&source=gbs_api",Nashville : Nelson,1976,"http://books.google.nl/books?id=Pk0kAQAAIAAJ&dq=Death+in+Early+America%3B+The+History+and+Folklore+of+Customs+and+Superstitions+of+Early+Medicine,+Funerals,+Burials+and+Mourning&hl=&source=gbs_api",['Death'],
The Tiger Moth story,"The Tiger Moth is one of the major aviation success stories in the history of British aviation. Developed by Geoffrey de Havilland and flown for the first time on October 26 1931, the biplane became the most important elementary trainer used by Commonwealth forces. More than 1,000 Tiger Moths were delivered before WWII, and subsequently around 4,000 were built in the UK with an extra 2,000 being manufactured in Canada, Australia and New Zealand. Following the end of WWII, pilots could buy and modify a Tiger Moth for recreational use or agricultural crop spraying and use it relatively cheaply. This, combined with its popularity within the aero club movement, provided employment for the Tiger Moths until the late fifties when the more modern closed cockpit aircraft began to force them into retirement. This new paperback edition provides a comprehensive account of the aircraft origins and its development as a trainer of Commonwealth pilots in times of peace and war. It also looks at some of the other roles which this versatile little aeroplane performed such as a crop duster, glider tug, aerial advertiser, bomber, coastal patrol plane and aerial ambulance. Technical narrative and drawings, handling ability and performance as seen through the eyes of the pilots to make The Tiger Moth Story the most comprehensive book of the aircraft.",['A. BRAMSON'],,http://books.google.nl/books?id=T15TzQEACAAJ&dq=The+Tiger+Moth+story&hl=&cd=1&source=gbs_api,Crecy Publishing,2020-03-25,http://books.google.nl/books?id=T15TzQEACAAJ&dq=The+Tiger+Moth+story&hl=&source=gbs_api,,
Little Critter: My Trip to the Hospital,"When Little Critter breaks his leg in a soccer game, he has to make his first trip to the hospital. Follow brave Little Critter as he rides in an ambulance, meets the doctor, and gets his first X-ray and his first cast.",['Mercer Mayer'],http://books.google.com/books/content?id=3knLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=3knLAAAACAAJ&dq=Little+Critter:+My+Trip+to+the+Hospital&hl=&cd=1&source=gbs_api,HarperFestival,2005-11-08,http://books.google.nl/books?id=3knLAAAACAAJ&dq=Little+Critter:+My+Trip+to+the+Hospital&hl=&source=gbs_api,['Juvenile Fiction'],
Reaching for the Light: A Guide for Ritual Abuse Survivors and Their Therapists,"Compassion, sensitive, and non-triggering, Reaching the Light is a step-by-step guide to understanding, effectively dealing with, the impact of ritual and cult abuse.",['Emilie P. Rose'],http://books.google.com/books/content?id=rKoMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=rKoMAAAACAAJ&dq=Reaching+for+the+Light:+A+Guide+for+Ritual+Abuse+Survivors+and+Their+Therapists&hl=&cd=1&source=gbs_api,,1996,http://books.google.nl/books?id=rKoMAAAACAAJ&dq=Reaching+for+the+Light:+A+Guide+for+Ritual+Abuse+Survivors+and+Their+Therapists&hl=&source=gbs_api,['Psychology'],
From Fear to Hope & Back Again,"This book is a series of reflections about the journey of mankind toward their God, whether they believe or not. It is dedicated to the struggle of all who live their lives with love for their neighbor and do the best they can with what they are given. It is further dedicated to those non-believers who live a life of goodness with real concern for their fellow man. We are all on a journey, whether we want to admit it or not. We only have so much time to accomplish what needs to be done. But in the end, only one thing matters. We are to be united with our loving God for all eternity. The bulk of the book concerns the promise that America holds for all people. In no way are the reflections intended to belittle any group that is true and honest in their efforts to help its followers achieve the goal of unity with God. The intention of the author is to provide some insight to the problems we face as a people. The problems are many, but first and foremost we must have the same interests for others that we have for ourselves. All of the problems we face have the same root. Thus far in our civilizations we have had much education and instruction. Much of this knowledge has lead to misunderstanding and has not addressed the root of our problems. The root is that we are not capable to love others as we love ourselves. If we do not address the root of the problem, then we will not be better off tomorrow than we are today or were yesterday. ‘NOTHING WILL CHANGE FOR THE BETTER’.",['Vicktor Barrios'],http://books.google.com/books/content?id=vaYda8s4MbEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=vaYda8s4MbEC&printsec=frontcover&dq=From+Fear+to+Hope&hl=&cd=1&source=gbs_api,Author House,2012-01-18,https://play.google.com/store/books/details?id=vaYda8s4MbEC&source=gbs_api,['Religion'],
The Works of George Berkeley (Major works),"The eighteenth century Irish philosopher George Berkeley is best known for his empiricist and idealist philosophy, which argues that reality consists only of minds and their ideas. He is also known for his critique of abstraction, an important premise in his argument for immaterialism. His chief philosophical work, ‘A Treatise Concerning the Principles of Human Knowledge’ (1710), largely seeks to refute the claims made by Berkeley's contemporary John Locke about the nature of human perception. This eBook presents Berkeley’s complete works, with numerous illustrations, rare texts appearing in digital print for the first time, informative introductions and the usual Delphi bonus material. (Version 1) * Beautifully illustrated with images relating to Berkeley’s life and works * Concise introductions to the major works * All of the treatises, with individual contents tables * Features rare works appearing for the first time in digital publishing, including ‘Siris’ and ‘The Theory of Vision’ * Rare translations of Berkeley’s two Latin works: ‘Arithmetica’ and ‘Miscellanea Mathematica’, available for the first time in digital print * Images of how the books were first published, giving your eReader a taste of the original texts * Excellent formatting of the texts * Special criticism section, with essays evaluating Berkeley’s contribution to philosophy * Features two bonus biographies – discover Berkeley’s intriguing life * Scholarly ordering of texts into chronological order and genres Please visit www.delphiclassics.com to browse through our range of exciting titles CONTENTS: The Books Arithmetica (1707) Miscellanea Mathematica (1707) Common-Place Book (1709) An Essay towards a New Theory of Vision (1709) A Treatise Concerning the Principles of Human Knowledge (1710) A Discourse on Passive Obedience (1712) Three Dialogues between Hylas and Philonous (1713) An Essay towards Preventing the Ruin of Great Britain (1721) De Motu (1721) A Proposal for Better Supplying Churches in our Foreign Plantations (1725) A Sermon Preached before the Incorporated Society for the Propagation of the Gospel in Foreign Parts (1732) Alciphron (1732) The Theory of Vision (1733) The Analyst (1734) A Defence of Free-thinking in Mathematics (1735) Reasons for Not Replying to Mr. Walton’s Full Answer (1735) The Querist (1737) A Discourse addressed to Magistrates and Men of Authority (1736) Siris (1744) A Word to the Wise (1749) Farther Thoughts on Tar-Water (1752) Miscellaneous Works The Criticism Extract from ‘A Treatise of Human Nature’ by David Hume Berkeley by Georg Wilhelm Friedrich Hegel Extract from ‘The World as Will and Idea’ by Arthur Schopenhauer Extract from ‘The Principles of Psychology’ by William James The Biographies George Berkeley by A. Campbell Fraser George Berkeley by Robert Adamson Please visit www.delphiclassics.com to browse through our range of exciting titles or to purchase this eBook as a Parts Edition of individual eBooks",['George Berkeley'],http://books.google.com/books/content?id=fcqlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=fcqlDwAAQBAJ&printsec=frontcover&dq=The+Works+of+George+Berkeley+(Major+works)&hl=&cd=1&source=gbs_api,Delphi Classics,2019-07-29,https://play.google.com/store/books/details?id=fcqlDwAAQBAJ&source=gbs_api,['Philosophy'],
"Insight Guide Bali (Bali, 16th ed)","Some travelers love nothing better than to bathe in the sun. Others revel in immersing themselves in history and culture. Then there are those who are born to shop. We all know the type. In fact, we might ourselves be the type. There are some people for whom shopping is not a necessity but a sport. Insight Shopping Guides are a play book for the avid shopper who wants to level the playing field when he or she competes against natives for the best goods and deals the city has to offer. This series is for the discerning consumer who needs a little help navigating around an unfamiliar city. They are ideal shopping companions for travelers wanting lively, informative background material on the best shopping areas and reliable advice on finding the most reliable service.",['Scott Rutherford'],http://books.google.com/books/content?id=Qppu19nSoNsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Qppu19nSoNsC&pg=PA2&dq=Insight+Guide+Bali+(Bali,+16th+ed)&hl=&cd=1&source=gbs_api",Insight Guides,2002-02,"http://books.google.nl/books?id=Qppu19nSoNsC&dq=Insight+Guide+Bali+(Bali,+16th+ed)&hl=&source=gbs_api",['Travel'],
"Tall, Dark and Daring (Temptation, 897)","When her costume ends up falling around her ankles in an impromptu striptease, Jackie Brady realizes she just sang to the wrong party. Somehow these bachelors weren't expecting ""Happy Birthday""—even if it was a rather revealing rendition. But the steamy look in gorgeous best man Greg De Costa's eyes tells her he's more than pleased she crashed the party. So what harm would there be in accepting bachelor number two's seductive invitation? Greg is spellbound by this sexy singer—even before she loses her costume! He definitely wants to know more about the sensual Jackie. But through a not-so-funny twist of fate they're working together, and he's vowed never to mix business with pleasure. Too bad the memory of her scorching kisses has him forgetting about his good intentions….",['Joanne Rock'],http://books.google.com/books/content?id=1ueeAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=1ueeAgAAQBAJ&pg=PT3&dq=Tall,+Dark+and+Daring+(Temptation,+897)&hl=&cd=1&source=gbs_api",Harlequin,2014-02-15,"http://books.google.nl/books?id=1ueeAgAAQBAJ&dq=Tall,+Dark+and+Daring+(Temptation,+897)&hl=&source=gbs_api",['Fiction'],
Anthology of American Folk Music,"Released in 1952, The Anthology of American Folk Music was the singular vision of the enigmatic artist, musicologist, and collector Harry Smith (1923–1991). A collection of eighty-four commercial recordings of American vernacular and folk music originally issued between 1927 and 1932, the Anthology featured an eclectic and idiosyncratic mixture of blues and hillbilly songs, ballads old and new, dance music, gospel, and numerous other performances less easy to classify. Where previous collections of folk music, both printed and recorded, had privileged field recordings and oral transmission, Smith purposefully shaped his collection from previously released commercial records, pointedly blurring established racial boundaries in his selection and organisation of performances. Indeed, more than just a ground-breaking collection of old recordings, the Anthology was itself a kind of performance on the part of its creator. Over the six decades of its existence, however, it has continued to exert considerable influence on generations of musicians, artists, and writers. It has been credited with inspiring the North American folk revival—""The Anthology was our bible"", asserted Dave Van Ronk in 1991, ""We all knew every word of every song on it""—and with profoundly influencing Bob Dylan. After its 1997 release on CD by Smithsonian Folkways, it came to be closely associated with the so-called Americana and Alt-Country movements of the late 1990s and early 2000s. Following its sixtieth birthday, and now available as a digital download and rereleased on vinyl, it is once again a prominent icon in numerous musical currents and popular culture more generally. This is the first book devoted to such a vital piece of the large and complex story of American music and its enduring value in American life. Reflecting the intrinsic interdisciplinarity of Smith’s original project, this collection contains a variety of new perspectives on all aspects of the Anthology.","['Ross Hair', 'Thomas Ruys Smith']",http://books.google.com/books/content?id=u2GuDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=u2GuDQAAQBAJ&printsec=frontcover&dq=Anthology+of+American+Folk+Music&hl=&cd=1&source=gbs_api,Routledge,2016-12-08,https://play.google.com/store/books/details?id=u2GuDQAAQBAJ&source=gbs_api,['Music'],
